date,league,season,index,round,home_team,away_team,home_goals,away_goals,home_goals_first_half,away_goals_first_half,link,spectators
2009-03-08,Meisterschaft,2008-09,334,,YB,Bellinzona  ,3,0,1,0,,
2009-03-15,Meisterschaft,2008-09,335,,Vaduz,YB  ,3,1,2,0,,
2009-03-22,Meisterschaft,2008-09,336,,YB,Zürich  ,4,2,1,1,,
2009-04-05,Meisterschaft,2008-09,337,,Xamax,YB  ,2,3,2,0,,
2009-04-11,Meisterschaft,2008-09,338,,GC,YB  ,3,3,0,2,http://www.bscyb.ch/news-events?nid=270,8400
2009-04-16,Cup 1/2-Final,2008-09,339,,YB,Basel  nP,3,2,,,,
2009-04-19,Meisterschaft,2008-09,340,,YB,GC  ,3,1,0,1,,
2009-04-23,Meisterschaft,2008-09,341,,YB,Xamax ,0,0,,,,
2009-04-26,Meisterschaft,2008-09,342,,Zürich,YB  ,3,0,2,0,,
2009-05-05,Meisterschaft,2008-09,343,,YB,Vaduz  ,6,0,2,0,http://www.bscyb.ch/news-events?nid=266,13005
2009-05-10,Meisterschaft,2008-09,344,,Bellinzona,YB  ,2,1,2,0,,
2009-05-13,Meisterschaft,2008-09,345,,YB,Sion  ,2,1,1,1,,
2009-05-16,Meisterschaft,2008-09,346,,Aarau,YB  ,0,1,0,0,,
2009-05-20,Cupfinal,2008-09,347,,YB,Sion  ,2,3,2,1,,
2009-05-24,Meisterschaft,2008-09,348,,YB,Luzern  ,5,2,1,1,,
2009-05-29,Meisterschaft,2008-09,349,,Basel,YB  ,0,3,0,0,,
2009-06-17,Testspiel,2009-10,350,,YB,Omonia Nikosia  ,2,1,1,0,,
2009-06-24,Testspiel,2009-10,351,,YB,NK Travnik  ,5,0,4,0,,
2009-06-27,Testspiel,2009-10,353,,YB,Wohlen  ,3,1,1,1,,
2009-07-01,Testspiel,2009-10,354,,YB,Yverdon  ,1,0,0,0,http://www.bscyb.ch/news-events?nid=252,1050
2009-07-04,Uhrencup,2009-10,355,,YB,Panathinaikos Athen  ,1,2,0,2,http://www.bscyb.ch/news-events?nid=5820,1000
2009-07-06,Uhrencup,2009-10,356,,YB,Shakhtar Donetzk  ,2,1,0,0,http://www.bscyb.ch/news-events?nid=254,5084
2009-07-14,Meisterschaft,2009-10,357,,Zürich,YB  ,2,3,1,2,,
2009-07-18,Meisterschaft,2009-10,358,,YB,StGallen  ,1,1,1,0,,
2009-07-26,Meisterschaft,2009-10,359,,Aarau,YB  ,0,3,0,2,,
2009-07-30,Europa League,2009-10,360,,Athletic Bilbao,YB  ,0,1,0,1,,
2009-08-02,Meisterschaft,2009-10,361,,YB,GC  ,2,0,0,0,,
2009-08-06,Europa League,2009-10,362,,YB,Athletic Bilbao  ,1,2,0,1,,
2009-08-09,Meisterschaft,2009-10,363,,YB,Bellinzona  ,4,2,3,0,,
2009-08-16,Meisterschaft,2009-10,364,,Luzern,YB  ,1,2,1,2,http://www.bscyb.ch/news-events?nid=342,8200
2009-08-23,Meisterschaft,2009-10,365,,YB,Sion  ,3,1,0,0,,
2009-08-30,Meisterschaft,2009-10,366,,Basel,YB  ,1,2,1,0,,
2009-09-04,Testspiel,2009-10,367,,Lausanne-Sport,YB ,0,0,,,http://www.bscyb.ch/news-events?nid=361,500
2009-09-08,Testspiel,2009-10,368,,Solothurn,YB  ,1,6,1,4,http://www.bscyb.ch/news-events?nid=364,500
2009-09-13,Meisterschaft,2009-10,369,,Xamax,YB  ,3,0,1,0,,
2009-09-19,Cup 1/32-Final,2009-10,370,,Baden,YB  ,1,3,1,1,,
2009-09-23,Meisterschaft,2009-10,371,,YB,Zürich  ,3,0,1,0,,
2009-09-26,Meisterschaft,2009-10,372,,St.Gallen,YB  ,2,3,0,2,,
2009-10-04,Meisterschaft,2009-10,373,,YB,Aarau  ,4,0,2,0,,
2009-10-09,OBI Cup,2009-10,374,,YB,Schalke  ,4,5,1,1,http://www.bscyb.ch/news-events?nid=387,10315
2009-10-14,Testspiel,2009-10,375,,Biel,YB  ,2,0,0,0,http://www.bscyb.ch/news-events?nid=391,1000
2009-10-18,Cup 1/16-Final,2009-10,376,,Yverdon,YB  ,1,3,1,1,http://www.bscyb.ch/news-events?nid=397,2300
2009-10-24,Meisterschaft,2009-10,377,,GC,YB  ,2,1,1,0,,
2009-10-29,Meisterschaft,2009-10,378,,Bellinzona,YB  ,1,7,0,4,,
2009-11-01,Meisterschaft,2009-10,379,,YB,Luzern  ,1,1,0,0,,
2009-11-08,Meisterschaft,2009-10,380,,Sion,YB  ,3,1,2,0,,
2009-11-13,Testspiel,2009-10,381,,YB,Lokomotiv Mezdra  ,5,0,1,0,,
2009-11-22,Cup 1/8-Final,2009-10,382,,Xamax,YB  ,0,1,0,1,,
2009-11-29,Meisterschaft,2009-10,383,,YB,Basel  ,2,0,2,0,,
2009-12-06,Meisterschaft,2009-10,384,,YB,Xamax  ,1,0,0,0,,
2009-12-13,Cup 1/4-Final,2009-10,385,,Lausanne,YB  ,4,1,2,1,,
2010-01-16,Testspiel,2009-10,387,,YB,Thun  ,1,1,1,1,http://www.bscyb.ch/news-events?nid=461,300
2010-01-20,Testspiel,2009-10,388,,YB,Borussia Dortmund II  ,1,3,0,0,,
2010-01-22,Testspiel,2009-10,389,,YB,Metalurh Zaporizhya  ,2,0,0,0,,
2010-01-25,Testspiel,2009-10,390,,YB,RB Leipzig ,0,0,,,,
2010-01-26,Testspiel,2009-10,391,,YB,Hajduk Split  ,1,2,1,1,,
2010-01-29,Testspiel,2009-10,392,,YB,Winterthur  ,2,0,0,0,http://www.bscyb.ch/news-events?nid=472,300
2010-02-07,Meisterschaft,2009-10,393,,Basel,YB  ,4,0,0,0,http://www.bscyb.ch/news-events?nid=476,26054
2010-02-13,Meisterschaft,2009-10,394,,YB,Luzern  ,2,1,2,0,,
2010-02-21,Meisterschaft,2009-10,395,,St. Gallen,YB  ,1,2,0,1,,
2010-02-27,Meisterschaft,2009-10,396,,YB,Zürich  ,2,1,0,1,,
2010-03-07,Meisterschaft,2009-10,397,,Xamax,YB  ,1,0,1,0,,
2010-03-14,Meisterschaft,2009-10,398,,YB,Sion  ,1,0,0,0,,
2010-03-20,Meisterschaft,2009-10,399,,YB,GC  ,4,0,2,0,,
2010-03-25,Meisterschaft,2009-10,400,,Bellinzona,YB  ,1,3,1,1,,
2010-03-28,Meisterschaft,2009-10,401,,YB,Aarau  ,3,1,1,0,,
2010-04-03,Meisterschaft,2009-10,402,,Aarau,YB  ,1,5,0,2,http://www.bscyb.ch/news-events?nid=520,7700
2010-04-10,Meisterschaft,2009-10,403,,YB,Bellinzona  ,2,1,0,0,,
2010-04-13,Meisterschaft,2009-10,404,,GC,YB  ,2,1,0,0,,
2010-04-18,Meisterschaft,2009-10,405,,Sion,YB  ,4,1,3,0,,
2010-04-25,Meisterschaft,2009-10,406,,YB,Xamax  ,4,1,2,1,,
2010-05-02,Meisterschaft,2009-10,407,,Zürich,YB  ,0,2,0,0,http://www.bscyb.ch/news-events?nid=556,12200
2010-05-05,Meisterschaft,2009-10,408,,YB,St Gallen  ,2,1,1,1,http://www.bscyb.ch/news-events?nid=561,24456
2010-05-13,Meisterschaft,2009-10,409,,Luzern,YB  ,5,1,3,0,,
2010-05-16,Meisterschaft,2009-10,410,,YB,Basel  ,0,2,0,1,,
2010-06-18,Testspiel,2010-11,411,,S.P. Tre Penne,YB  ,0,5,0,3,http://www.bscyb.ch/news-events?nid=597,50
2010-06-23,Testspiel,2010-11,412,,YB,Lausanne  ,3,3,2,2,http://www.bscyb.ch/news-events?nid=598,900
2010-06-26,Testspiel,2010-11,414,,YB,FC Lustenau  ,2,1,0,1,http://www.bscyb.ch/news-events?nid=603,800
2010-06-30,Testspiel,2010-11,415,,YB,SC Kriens  ,2,1,1,0,http://www.bscyb.ch/news-events?nid=605,758
2010-07-01,Testspiel,2010-11,416,,YB,Shakhtar Donetzk  ,1,2,1,2,http://www.bscyb.ch/news-events?nid=606,600
2010-07-02,Testspiel,2010-11,417,,FC Länggasse,YB  ,0,6,0,5,http://www.bscyb.ch/news-events?nid=607,1000
2010-07-03,Testspiel,2010-11,418,,YB,FC Zürich  ,2,3,1,2,http://www.bscyb.ch/news-events?nid=608,1200
2010-07-07,Testspiel,2010-11,419,,YB,Winterthur  ,4,2,1,2,http://www.bscyb.ch/news-events?nid=611&pid=9,300
2010-07-09,Testspiel,2010-11,420,,YB,Sporting Lissabon  ,0,1,0,1,http://www.bscyb.ch/news-events?nid=614&pid=9,1950
2010-07-17,Meisterschaft,2010-11,421,,Thun,YB  ,1,1,1,0,http://www.bscyb.ch/news-events?nid=622&pid=9,9500
2010-07-20,Testspiel,2010-11,422,,YB,Deportivo La Coruña  ,1,0,1,0,http://www.bscyb.ch/news-events?nid=624&pid=9,4198
2010-07-24,Meisterschaft,2010-11,423,,YB,Luzern  ,1,1,0,0,http://www.bscyb.ch/news-events?nid=629&pid=9,22590
2010-07-28,CL-Quali,2010-11,424,,YB,Fenerbahçe  ,2,2,1,2,http://www.bscyb.ch/news-events?nid=633&pid=9,19091
2010-07-31,Meisterschaft,2010-11,425,,Bellinzona,YB  ,2,1,2,0,http://www.bscyb.ch/news-events?nid=637&pid=9,3900
2010-08-04,CL-Quali,2010-11,426,,Fenerbahçe,YB  ,0,1,0,1,http://www.bscyb.ch/news-events?nid=641&pid=9,45000
2010-08-08,Meisterschaft,2010-11,427,,GC,YB  ,1,2,0,1,http://www.bscyb.ch/news-events?nid=648&pid=9,6900
2010-08-14,Meisterschaft,2010-11,428,,YB,Xamax  ,0,1,0,1,http://www.bscyb.ch/news-events?nid=658&pid=9,21203
2010-08-17,CL-Playoff,2010-11,429,,YB,Tottenham Hotspur  ,3,2,3,1,http://www.bscyb.ch/news-events?nid=662&pid=8,30166
2010-08-22,Meisterschaft,2010-11,430,,YB,Zürich  ,1,0,0,0,http://www.bscyb.ch/news-events?nid=666&pid=8,20311
2010-08-25,CL-Playoff,2010-11,431,,Tottenham Hotspur,YB  ,4,0,2,0,http://www.bscyb.ch/news-events?nid=672&pid=8,34709
2010-08-29,Meisterschaft,2010-11,432,,Sion,YB  ,2,0,1,0,http://www.bscyb.ch/news-events?nid=679&pid=8,12800
2010-09-02,Testspiel,2010-11,433,,YB,SC Freiburg  ,3,1,2,0,http://www.bscyb.ch/news-events?nid=684&pid=8,3080
2010-09-12,Meisterschaft,2010-11,434,,YB,Basel  ,2,2,2,1,http://www.bscyb.ch/news-events?nid=691&pid=8,25772
2010-09-16,Europa League,2010-11,435,,VfB Stuttgart,YB  ,3,0,1,0,http://www.bscyb.ch/news-events?nid=701&pid=8,15000
2010-09-22,Meisterschaft,2010-11,437,,St. Gallen,YB  ,1,2,0,1,http://www.bscyb.ch/news-events?nid=705&pid=8,10827
2010-09-26,Meisterschaft,2010-11,438,,YB,Thun  ,2,2,1,0,http://www.bscyb.ch/news-events?nid=709&pid=8,23646
2010-09-30,Europa League,2010-11,439,,YB,Getafe  ,2,0,1,0,http://www.bscyb.ch/news-events?nid=713&pid=7,12830
2010-10-03,Meisterschaft,2010-11,440,,Luzern,YB  ,2,0,0,0,http://www.bscyb.ch/news-events?nid=717&pid=7,8700
2010-10-21,Europa League,2010-11,442,,YB,Odense  ,4,2,2,0,http://www.bscyb.ch/news-events?nid=733&pid=7,12511
2010-10-24,Meisterschaft,2010-11,443,,YB,Bellinzona  ,1,1,1,1,http://www.bscyb.ch/news-events?nid=735&pid=7,21676
2010-10-31,Meisterschaft,2010-11,444,,YB,GC  ,1,0,0,0,http://www.bscyb.ch/news-events?nid=741&pid=7,21218
2010-11-04,Europa League,2010-11,445,,Odense,YB  ,2,0,1,0,http://www.bscyb.ch/news-events?nid=747&pid=7,5334
2010-11-07,Meisterschaft,2010-11,446,,Xamax,YB  ,2,4,1,2,http://www.bscyb.ch/news-events?nid=750&pid=7,5250
2010-11-14,Meisterschaft,2010-11,447,,Zürich,YB  ,2,2,2,0,http://www.bscyb.ch/news-events?nid=755&pid=7,15200
2010-11-28,Meisterschaft,2010-11,449,,YB,Sion  ,2,1,1,0,http://www.bscyb.ch/news-events?nid=767&pid=6,20799
2010-12-01,Europa League,2010-11,450,,YB,Stuttgart  ,4,2,1,0,http://www.bscyb.ch/news-events?nid=771&pid=6,18627
2010-12-04,Meisterschaft,2010-11,451,,Basel,YB  ,3,1,0,1,http://www.bscyb.ch/news-events?nid=775&pid=6,30499
2010-12-12,Meisterschaft,2010-11,452,,YB,St Gallen  ,1,1,0,0,http://www.bscyb.ch/news-events?nid=784&pid=6,21015
2010-12-16,Europa League,2010-11,453,,Getafe,YB  ,1,0,1,0,http://www.bscyb.ch/news-events?nid=793&pid=6,2000
2011-01-15,Testspiel,2010-11,455,,YB,Lausanne  ,3,1,0,1,http://www.bscyb.ch/news-events?nid=811&pid=6,1
2011-01-19,Testspiel,2010-11,456,,YB,Arka Gdynia ,0,0,,,,
2011-01-21,Testspiel,2010-11,457,,YB,Lech Poznan  ,2,1,1,0,,
2011-01-22,Testspiel,2010-11,458,,YB,FC Timisoara ,0,0,,,,
2011-01-25,Testspiel,2010-11,459,,YB,Strømsgodset IF  ,4,1,2,1,,
2011-01-28,Testspiel,2010-11,460,,YB,Winterthur  ,1,1,0,0,http://www.bscyb.ch/news-events?nid=828&pid=5,733
2011-02-05,Meisterschaft,2010-11,461,,Bellinzona,YB  ,1,5,1,1,http://www.bscyb.ch/news-events?nid=836&pid=5,3589
2011-02-13,Meisterschaft,2010-11,462,,YB,FC Zürich  ,4,2,2,1,http://www.bscyb.ch/news-events?nid=846&pid=5,21527
2011-02-17,Europa League,2010-11,463,,YB,Zenit St Petersburg  ,2,1,0,1,http://www.bscyb.ch/news-events?nid=853&pid=5,15026
2011-02-20,Meisterschaft,2010-11,464,,Thun,YB  ,1,1,1,0,http://www.bscyb.ch/news-events?nid=857&pid=5,5600
2011-02-24,Europa League,2010-11,465,,Zenit St. Petersburg,YB  ,3,1,1,1,http://www.bscyb.ch/news-events?nid=863&pid=5,10000
2011-02-27,Meisterschaft,2010-11,466,,YB,Xamax  ,3,2,1,2,http://www.bscyb.ch/news-events?nid=868&pid=5,16507
2011-03-05,Meisterschaft,2010-11,468,,GC,YB  ,3,2,2,1,http://www.bscyb.ch/news-events?nid=876&pid=5,4600
2011-03-13,Meisterschaft,2010-11,469,,St. Gallen,YB  ,0,2,0,1,http://www.bscyb.ch/news-events?nid=884&pid=5,12798
2011-03-20,Meisterschaft,2010-11,470,,YB,Luzern  ,3,1,1,1,http://www.bscyb.ch/news-events?nid=892&pid=4,21898
2011-04-03,Meisterschaft,2010-11,471,,Sion,YB  ,0,2,0,0,http://www.bscyb.ch/news-events?nid=907&pid=4,13000
2011-04-10,Meisterschaft,2010-11,472,,YB,Basel  ,3,3,2,1,http://www.bscyb.ch/news-events?nid=915&pid=4,31120
2011-04-16,Meisterschaft,2010-11,473,,YB,Bellinzona  ,4,0,2,0,http://www.bscyb.ch/news-events?nid=922&pid=4,19112
2011-04-19,Meisterschaft,2010-11,474,,Zürich,YB  ,2,1,0,0,http://www.bscyb.ch/news-events?nid=926&pid=4,13600
2011-04-23,Meisterschaft,2010-11,475,,Basel,YB  ,2,1,1,1,http://www.bscyb.ch/news-events?nid=931&pid=4,31595
2011-04-30,Meisterschaft,2010-11,476,,YB,Thun  ,0,1,0,0,http://www.bscyb.ch/news-events?nid=941&pid=4,19964
2011-05-07,Meisterschaft,2010-11,477,,Luzern,YB  ,1,1,1,1,http://www.bscyb.ch/news-events?nid=948&pid=4,7586
2011-05-10,Meisterschaft,2010-11,478,,YB,GC  ,2,2,1,0,http://www.bscyb.ch/news-events?nid=953&pid=4,17069
2011-05-15,Meisterschaft,2010-11,479,,YB,Sion  ,1,1,0,0,http://www.bscyb.ch/news-events?nid=960&pid=4,23372
2011-05-22,Meisterschaft,2010-11,480,,Xamax,YB  ,1,2,1,0,http://www.bscyb.ch/news-events?nid=965&pid=3,11977
2011-05-25,Meisterschaft,2010-11,481,,YB,St Gallen  ,4,2,0,0,http://www.bscyb.ch/news-events?nid=971,18194
2011-06-22,Testspiel,2011-12,482,,Saanenland Auswahl,YB  ,0,26,0,14,https://www.bscyb.ch/news?nid=995,450
2011-06-25,Testspiel,2011-12,483,,YB,Stade Nyonnais  ,2,0,1,0,https://www.bscyb.ch/news?nid=996,1400
2011-06-28,Testspiel,2011-12,484,,Biel/Bienne,YB  ,0,3,0,1,https://www.bscyb.ch/news?nid=1000,1800
2011-07-02,Testspiel,2011-12,486,,YB,Eintracht Frankfurt  ,1,3,0,1,https://www.bscyb.ch/news?nid=1007,2900
2011-07-08,Uhrencup,2011-12,487,,YB,Hertha BSC  ,4,2,1,1,https://www.bscyb.ch/news?nid=1013,4458
2011-07-11,Uhrencup,2011-12,488,,YB,West Ham  ,2,1,2,1,https://www.bscyb.ch/news?nid=1015,7350
2011-07-16,Meisterschaft,2011-12,489,,YB,Basel  ,1,1,0,0,https://www.bscyb.ch/news?nid=1026,31120
2011-07-19,Testspiel,2011-12,490,,Fribourg,YB  ,1,2,0,1,https://www.bscyb.ch/news?nid=1030,400
2011-07-23,Meisterschaft,2011-12,491,,Sion,YB  ,1,2,0,1,https://www.bscyb.ch/news?nid=1039,12500
2011-07-28,Europa League,2011-12,492,,YB,Westerlo  ,3,1,2,1,https://www.bscyb.ch/news?nid=1047,11100
2011-07-31,Meisterschaft,2011-12,493,,YB,Servette  ,1,1,1,1,https://www.bscyb.ch/news?nid=1051,22472
2011-08-04,Europa League,2011-12,494,,Westerlo,YB  ,0,2,0,1,https://www.bscyb.ch/news?nid=1055,4000
2011-08-07,Meisterschaft,2011-12,495,,Luzern,YB  ,1,1,0,0,https://www.bscyb.ch/news?nid=1061,17000
2011-08-14,Meisterschaft,2011-12,496,,GC,YB  ,0,3,0,1,https://www.bscyb.ch/news?nid=1070,7600
2011-08-18,Europa League Play-off,2011-12,497,,Braga,YB ,0,0,,,https://www.bscyb.ch/news?nid=1081,12458
2011-08-21,Meisterschaft,2011-12,498,,YB,Thun  ,0,2,0,1,https://www.bscyb.ch/news?nid=1086,26834
2011-08-25,Europa League Play-off,2011-12,499,,YB,Braga  ,2,2,0,1,https://www.bscyb.ch/news?nid=1097,15012
2011-08-28,Meisterschaft,2011-12,500,,YB,Zürich  ,2,3,1,0,https://www.bscyb.ch/news?nid=1102,22254
2011-09-03,Testspiel,2011-12,501,,SC Freiburg,YB  ,2,1,1,0,https://www.bscyb.ch/news?nid=1112,2000
2011-09-06,Testspiel,2011-12,502,,Köniz,YB  ,0,7,0,1,https://www.bscyb.ch/news?nid=1117,600
2011-09-11,Meisterschaft,2011-12,503,,Lausanne,YB  ,0,3,0,2,https://www.bscyb.ch/news?nid=1122,5900
2011-09-17,Schweizer Cup 1/32-Final,2011-12,504,,Domdidier,YB  ,0,8,0,1,https://www.bscyb.ch/news?nid=1128,1800
2011-09-21,Meisterschaft,2011-12,505,,YB,Xamax  ,4,1,2,1,https://www.bscyb.ch/news?nid=1134,19177
2011-09-24,Meisterschaft,2011-12,506,,Zürich,YB  ,1,2,0,1,https://www.bscyb.ch/news?nid=1139,10900
2011-09-28,Testspiel,2011-12,507,,Breitenrain,YB  ,0,4,0,3,https://www.bscyb.ch/news?nid=1143,1353
2011-10-02,Meisterschaft,2011-12,508,,YB,Luzern  ,1,0,0,0,https://www.bscyb.ch/news?nid=1149,26549
2011-10-06,Testspiel,2011-12,509,,YB,Evian  ,2,3,0,1,https://www.bscyb.ch/news?nid=1156,800
2011-10-10,Testspiel,2011-12,510,,Münsingen,YB  ,0,2,0,1,https://www.bscyb.ch/news?nid=1160,1000
2011-10-16,Schweizer Cup,2011-12,511,,Freienbach,YB  ,0,4,0,3,https://www.bscyb.ch/news?nid=1168,3250
2011-10-23,Meisterschaft,2011-12,512,,YB,GC  ,0,1,0,0,,
2011-10-27,Meisterschaft,2011-12,513,,Xamax,YB ,0,0,,,https://www.bscyb.ch/news?nid=1182,3243
2011-10-30,Meisterschaft,2011-12,514,,YB,Lausanne  ,4,1,2,1,https://www.bscyb.ch/news?nid=1184,18905
2011-11-06,Meisterschaft,2011-12,515,,Servette,YB  ,1,0,1,0,https://www.bscyb.ch/news?nid=1199,8480
2011-11-19,Meisterschaft,2011-12,517,,Basel,YB  ,1,0,1,0,https://www.bscyb.ch/news?nid=1217,32006
2011-11-27,Schweizer Cup 1/8-Final,2011-12,518,,Winterthur,YB  nP ,3,2,1,1,https://www.bscyb.ch/news?nid=1227,6000
2011-12-04,Meisterschaft,2011-12,519,,YB,Sion  ,1,1,1,1,https://www.bscyb.ch/news?nid=1238,22756
2011-12-10,Meisterschaft,2011-12,520,,Thun,YB  ,1,1,1,1,https://www.bscyb.ch/news?nid=1246,10000
2012-01-14,Testspiel,2011-12,522,,Solothurn,YB  ,1,2,0,1,https://www.bscyb.ch/news?nid=1266,650
2012-01-17,Testspiel,2011-12,523,,Aarau,YB  ,3,5,1,2,https://www.bscyb.ch/news?nid=1268,170112
2012-01-22,Testspiel,2011-12,524,,Dynamo Kiew,YB   nP,2,2,4,2,https://www.bscyb.ch/news?nid=1278,300
2012-01-25,Testspiel,2011-12,525,,YB,Ekranas  ,4,0,0,0,https://www.bscyb.ch/news?nid=1285,200
2012-01-28,Testspiel,2011-12,526,,YB,Dinamo Tiflis  ,3,1,2,0,https://www.bscyb.ch/news?nid=1289,150
2012-02-05,Meisterschaft,2011-12,527,,YB,Servette  ,3,1,3,0,https://www.bscyb.ch/news?nid=1305,14375
2012-02-12,Meisterschaft,2011-12,529,,Sion,YB  ,0,1,0,0,https://www.bscyb.ch/news?nid=1316,8700
2012-02-16,Meisterschaft,2011-12,530,,YB,Basel  ,2,2,1,0,https://www.bscyb.ch/news?nid=1325,20246
2012-02-25,Meisterschaft,2011-12,531,,Luzern,YB  ,2,0,2,0,https://www.bscyb.ch/news?nid=1337,12223
2012-03-04,Meisterschaft,2011-12,532,,Lausanne,YB ,0,0,,,https://www.bscyb.ch/news?nid=1350,5800
2012-03-07,Testspiel,2011-12,533,,Karlsruher SC,YB  ,1,1,0,1,https://www.bscyb.ch/news?nid=1356,700
2012-03-13,Testspiel,2011-12,534,,Düdingen,YB  ,0,4,0,3,https://www.bscyb.ch/news?nid=1365,700
2012-03-17,Meisterschaft,2011-12,535,,GC,YB  ,2,0,0,0,https://www.bscyb.ch/news?nid=1371,4800
2012-03-20,Testspiel,2011-12,536,,Yverdon,YB  ,1,3,1,1,https://www.bscyb.ch/news?nid=1379,300
2012-03-25,Meisterschaft,2011-12,537,,YB,Thun  ,4,0,2,0,https://www.bscyb.ch/news?nid=1385,23736
2012-04-01,Meisterschaft,2011-12,538,,Zürich,YB  ,2,2,1,0,https://www.bscyb.ch/news?nid=1402,13900
2012-04-04,Testspiel,2011-12,539,,Köniz,YB  ,1,4,1,1,https://www.bscyb.ch/news?nid=1407,898
2012-04-09,Meisterschaft,2011-12,540,,YB,Lausanne  ,1,3,0,2,https://www.bscyb.ch/news?nid=1414,16577
2012-04-14,Meisterschaft,2011-12,541,,YB,GC  ,2,2,1,1,https://www.bscyb.ch/news?nid=1423,16592
2012-04-17,Testspiel,2011-12,542,,Fribourg,YB  ,0,7,0,2,https://www.bscyb.ch/news?nid=1427,300
2012-04-24,Testspiel,2011-12,543,,Grenchen,YB  ,0,8,0,3,https://www.bscyb.ch/news?nid=1434,80
2012-04-28,Meisterschaft,2011-12,544,,Servette,YB  ,2,1,0,0,https://www.bscyb.ch/news?nid=1439,9367
2012-05-01,Meisterschaft,2011-12,545,,YB,Zürich  ,1,0,1,0,https://www.bscyb.ch/news?nid=1444,17236
2012-05-05,Meisterschaft,2011-12,546,,YB,Luzern  ,2,2,1,0,https://www.bscyb.ch/news?nid=1455,20388
2012-05-13,Meisterschaft,2011-12,547,,Thun,YB  ,2,2,2,1,https://www.bscyb.ch/news?nid=1465,9100
2012-05-20,Meisterschaft,2011-12,548,,YB,Sion  ,3,0,1,0,https://www.bscyb.ch/news?nid=1475,18411
2012-05-23,Meisterschaft,2011-12,549,,Basel,YB  ,1,2,1,1,https://www.bscyb.ch/news?nid=1487,36000
2012-07-02,Testspiel,2012-13,551,,YB,Wil  ,3,0,0,0,http://www.bscyb.ch/news-events?nid=1544,1300
2012-07-04,Testspiel,2012-13,552,,YB,Schachtar Donezk  ,3,4,2,4,http://www.bscyb.ch/news-events?nid=1547,2200
2012-07-07,Testspiel,2012-13,553,,YB, München  ,1860,1,1,0,http://www.bscyb.ch/news-events?nid=1554,2950
2012-07-15,Meisterschaft,2012-13,554,,St. Gallen,YB  ,1,1,0,1,http://www.bscyb.ch/news-events?nid=1563,12893
2012-07-19,UEL-Qualifikation,2012-13,555,,YB,Zimbru Chisinau  ,1,0,0,0,http://www.bscyb.ch/news-events?nid=1567,9117
2012-07-22,Meisterschaft,2012-13,556,,YB,GC  ,0,1,0,0,http://www.bscyb.ch/news-events?nid=1571,18711
2012-07-26,UEL-Qualifikation,2012-13,557,,Zimbru,YB  nP ,1,4,1,0,http://www.bscyb.ch/news-events?nid=1580,4500
2012-07-29,Meisterschaft,2012-13,558,,YB,Thun  ,3,0,2,0,http://www.bscyb.ch/news-events?nid=1584,22212
2012-08-02,UEL-Qualifikation,2012-13,559,,Kalmar,YB  ,1,0,1,0,http://www.bscyb.ch/news-events?nid=1590,3681
2012-08-05,Meisterschaft,2012-13,560,,Servette,YB  ,1,1,1,1,http://www.bscyb.ch/news-events?nid=1593,4819
2012-08-09,UEL-Qualifikation,2012-13,561,,YB,Kalmar  ,3,0,1,0,http://www.bscyb.ch/news-events?nid=1600,10124
2012-08-12,Meisterschaft,2012-13,562,,YB,Zürich  ,4,1,2,1,http://www.bscyb.ch/news-events?nid=1606,18160
2012-08-19,Meisterschaft,2012-13,563,,Sion,YB  ,1,0,1,0,http://www.bscyb.ch/news-events?nid=1616,12500
2012-08-23,UEL-Play-off,2012-13,564,,Midtjylland,YB  ,0,3,0,1,http://www.bscyb.ch/news-events?nid=1624,4522
2012-08-26,Meisterschaft,2012-13,565,,YB,Lausanne ,0,0,,,http://www.bscyb.ch/news-events?nid=1628,17132
2012-08-30,UEL-Play-off,2012-13,566,,YB,Midtjylland  ,0,2,0,0,http://www.bscyb.ch/news-events?nid=1635,9327
2012-09-02,Meisterschaft,2012-13,567,,Luzern,YB  ,1,2,0,1,http://www.bscyb.ch/news-events?nid=1643,12874
2012-09-11,Testspiel,2012-13,568,,Breitenrain,YB  ,1,6,1,1,http://www.bscyb.ch/news-events?nid=1652,1000
2012-09-15,Schweizer Cup,2012-13,569,,Wettswil-Bonstetten,YB  ,1,5,1,3,http://www.bscyb.ch/news-events?nid=1658,3000
2012-09-20,UEL,2012-13,570,,YB,Liverpool  ,3,5,1,2,http://www.bscyb.ch/news-events?nid=1665,31120
2012-09-23,Meisterschaft,2012-13,571,,YB,Basel  ,1,1,0,0,http://www.bscyb.ch/news-events?nid=1668,22757
2012-09-27,Meisterschaft,2012-13,572,,Thun,YB  ,2,1,0,0,http://www.bscyb.ch/news-events?nid=1672,7022
2012-09-30,Meisterschaft,2012-13,573,,YB,Servette  ,6,2,3,0,http://www.bscyb.ch/news-events?nid=1675,16404
2012-10-04,UEL,2012-13,574,,Anji,Makhachkala,2,0,0,0,http://www.bscyb.ch/news-events?nid=1685,10000
2012-10-07,Meisterschaft,2012-13,575,,Zürich,YB  ,1,1,1,0,http://www.bscyb.ch/news-events?nid=1687,10073
2012-10-21,Meisterschaft,2012-13,576,,GC,YB  ,3,2,3,0,http://www.bscyb.ch/news-events?nid=1699,11900
2012-10-25,UEL,2012-13,577,,YB,Udinese Calcio  ,3,1,1,0,http://www.bscyb.ch/news-events?nid=1704,20143
